# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
1	textures\Item\misc1.png	255	255	255
2	textures\Enemy\enemy.png	255	255	255
3	textures\Item\misc.png	176	224	248




# id	left	top	right	bottom	texture_id
[SPRITES]

#-------------- SMALL MARIO -------------

# IDLE FRONT
10001	397	8	16	16	0
# IDLE
10002	254	9	12	15	0
# WALK
10003	254	9	12	15	0
10004	269	8	15	16	0
# SKID
10005	287	8	14	16	0
# RUN
10006	323	8	16	16	0
10007	341	8	16	16	0
# JUMP
10008	304	8	16	16	0
# HIGH JUMP
10009	360	8	16	16	0
# DIE
10010	416	8	16	16	0
# SLIDE
10011	379	8	15	16	0
# HOLD
10012	435	8	14	16	0
10013	452	8	15	16	0
# KICK
10014	470	8	16	16	0
# DIVE
10015	489	8	16	16	0
10016	508	9	16	15	0
# SWIM
10017	527	9	14	15	0
10018	544	8	14	16	0
# CLIMB
10019	561	9	14	15	0
10020	578	9	14	15	0


#---------------BIG MARIO-----------------

# IDLE FRONT
10021	197	48	14	27	0
# IDLE
10023	197	48	14	27	0
# WALK
10024	214	48	16	27	0
10025	233	49	16	26	0
# SKID
10026	252	47	16	28	0
# RUN
10027	290	48	19	27	0
10028	312	48	19	27	0
10029	335	49	19	26	0
# JUMP
10030	271	49	16	26	0
# HIGH JUMP
10031	357	49	19	26	0
# CROUCH
10032	379	47	14	28	0
# SLIDE
10033	396	49	16	26	0
# HOLD
10034	434	48	14	27	0
10035	451	48	15	27	0
10036	469	49	16	26	0
# KICK
10037	488	48	21	27	0
# DIVE
10038	512	48	19	27	0
10039	534	49	19	26	0
# SWIM
10040	556	48	19	27	0
10041	578	48	18	27	0
10042	599	49	19	26	0
# CLIMB
10043	621	50	16	25	0
10044	640	50	16	25	0
# ROLL
10045	320	317	22	20	0
10046	345	317	19	20	0
10047	367	315	20	22	0
10048	390	318	20	19	0
10049	413	317	22	20	0
10050	438	317	19	20	0
10051	460	315	20	22	0
10052	483	318	20	19	0


# RACCOON MARIO
# IDLE FRONT
10053	174	142	16	28	0
# IDLE
10054	80	142	21	28	0
# WALK
10055	80	142	21	28	0
10056	104	142	22	28	0
10057	129	143	23	27	0
# SKID
10058	155	140	16	30	0
# RUN
10059	283	143	23	27	0
10060	309	143	23	27	0
10061	335	142	22	28	0
# JUMP
10062	257	143	23	27	0
10162	55	110	23	27	0
# SPEED UP
10063	360	142	24	28	0
10064	387	142	24	28	0
10065	414	143	24	27	0
# FLY
10066	441	143	24	27	0
10067	468	143	24	27	0
10068	495	142	24	28	0
# SPIN
10169	80	109	23	28	0
10069	174	142	16	28	0
10070	193	142	23	28	0
10071	219	142	16	28	0
# CROUCH
10072	522	142	22	28	0
# SLIDE
10073	547	143	16	27	0
# HOLD
10074	566	142	21	28	0
10075	590	142	22	28	0
10076	615	143	23	27	0
# KICK
10077	641	142	22	28	0
# DIVE
10078	666	142	24	28	0
10079	693	143	24	27	0
# SWIM
